Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2161,20,4,65,9345,Pave,3,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,1,1,4,156,Gd,TA,PConc,3,4,2,6,0,6,0,1615,1615,GasA,Ex,Y,5,1615,0,0,1615,0,0,2,0,3,1,3,7,6,1,3,2,2007,2,3,864,4,4,Y,168,30,0,0,0,0,4,5,5,0,5,2008,1,Normal,
2162,20,4,91,11778,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,1,1,4,554,Gd,TA,PConc,3,4,1,3,2085,6,0,186,2271,GasA,Ex,Y,5,2276,0,0,2276,1,0,2,0,3,1,1,7,6,2,3,2,2008,2,3,1348,3,4,Y,0,0,70,0,255,0,4,5,5,0,6,2008,1,Abnorml,
2163,20,4,91,11778,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,1,1,4,402,Ex,TA,PConc,1,4,2,3,1153,6,0,598,1751,GasA,Ex,Y,5,1766,0,0,1766,1,0,2,1,3,1,1,8,6,2,3,2,2008,1,3,874,4,4,Y,216,36,0,0,0,0,4,5,5,0,12,2008,2,Partial,
2164,80,4,,11454,Pave,3,IR2,Lvl,1,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,1,1,2,302,Gd,TA,PConc,3,4,1,3,770,6,0,631,1401,GasA,Ex,Y,5,1511,0,0,1511,1,0,2,0,3,1,3,6,6,1,2,2,1995,1,3,811,4,4,Y,168,42,0,0,0,0,4,5,5,0,2,2008,1,Normal,
2165,20,4,,11500,Pave,3,IR1,Bnk,1,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,6,1966,1966,Flat,Tar&Grv,8,5,3,0,TA,TA,CBlock,3,2,1,4,262,1,723,197,1182,GasA,Ex,Y,5,1643,0,0,1643,1,0,2,0,2,1,4,6,6,1,3,2,1966,3,2,438,4,4,Y,339,0,0,0,0,0,4,5,5,0,3,2008,1,Normal,
2166,20,4,65,9750,Pave,3,Reg,Low,1,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,1,1,3,0,TA,TA,PConc,3,4,4,3,722,6,0,268,990,GasA,Ex,Y,5,990,0,0,990,1,0,1,0,3,1,4,5,6,0,6,6,1997,3,2,528,4,4,Y,168,0,0,0,0,0,4,5,5,0,8,2008,1,Normal,
2167,20,4,,8696,Pave,3,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,1,1,2,150,TA,TA,PConc,3,4,1,3,1308,6,0,110,1418,GasA,Ex,Y,5,1418,0,0,1418,1,0,2,0,3,1,3,5,6,1,4,2,1997,2,2,558,4,4,Y,208,110,0,0,0,0,4,5,5,0,5,2008,1,Normal,
2168,60,4,,13142,Pave,3,IR1,Lvl,1,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,1,1,2,128,TA,TA,PConc,3,4,4,3,688,6,0,176,864,GasA,Ex,Y,5,872,899,0,1771,1,0,2,1,3,1,3,6,6,0,6,2,1997,2,2,600,4,4,Y,0,96,0,0,0,0,4,5,5,0,7,2008,1,Normal,
2169,60,4,68,8998,Pave,3,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,1,1,2,120,Gd,TA,PConc,3,4,3,3,527,6,0,255,782,GasA,Ex,Y,5,782,870,0,1652,0,0,2,1,3,1,3,6,6,0,6,2,2000,2,2,532,4,4,Y,0,70,0,0,0,0,4,5,5,0,6,2008,1,Normal,
2170,60,4,75,12192,Pave,3,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,3,663,6,0,265,928,GasA,Ex,Y,5,928,895,0,1823,1,0,2,1,3,1,3,6,6,0,6,2,2000,2,2,626,4,4,Y,192,36,0,0,0,0,4,5,1,4500,5,2008,1,Normal,
2171,20,4,,12250,Pave,3,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,4,4,2,180,TA,TA,CBlock,3,4,3,1,781,6,0,83,864,GasA,Ex,Y,5,1174,0,0,1174,1,0,1,0,3,1,4,5,6,0,6,2,1978,3,2,528,4,4,Y,211,0,280,0,0,0,4,5,5,0,5,2008,1,Normal,
2172,20,4,,9216,Pave,3,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,4,4,2,176,TA,TA,CBlock,4,4,2,1,294,6,0,782,1076,GasA,TA,Y,5,1076,0,0,1076,0,0,1,1,3,1,4,5,6,1,2,6,1985,3,2,576,4,4,Y,0,0,0,0,0,0,4,3,5,0,9,2008,1,Abnorml,
2173,20,4,40,14330,Pave,3,IR1,Lvl,1,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,2001,Gable,CompShg,8,6,3,0,TA,TA,CBlock,4,4,4,5,88,1,596,180,864,GasA,TA,Y,5,1558,0,0,1558,1,0,2,0,2,1,4,5,4,0,6,2,1975,1,2,440,4,4,Y,140,0,239,0,227,0,4,5,5,0,8,2008,1,Normal,
2174,60,4,,10400,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,1,1,2,227,Gd,TA,PConc,3,4,4,6,0,6,0,1257,1257,GasA,Ex,Y,5,1290,871,0,2161,0,0,2,1,3,1,3,8,6,1,4,2,2001,2,2,570,4,4,Y,0,84,0,0,0,0,4,5,5,0,6,2008,1,Normal,
2175,60,4,,9720,Pave,3,IR1,Lvl,1,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,1,1,2,134,Gd,TA,PConc,3,4,3,3,1194,6,0,163,1357,GasA,Ex,Y,5,1366,581,0,1947,1,0,2,1,3,1,3,7,6,1,4,4,2001,1,3,725,4,4,Y,168,116,0,0,0,0,4,5,5,0,1,2008,1,Normal,
2176,20,4,,14860,Pave,3,IR2,Lvl,1,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,1,1,2,240,Gd,TA,PConc,1,4,1,3,1538,6,0,240,1778,GasA,Ex,Y,5,1786,0,0,1786,1,0,2,0,3,1,3,6,6,1,3,2,2002,2,3,715,4,4,Y,182,35,0,0,0,0,4,5,5,0,6,2008,1,Normal,
2177,60,4,41,10905,Pave,3,IR2,Lvl,1,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,6,0,6,0,1129,1129,GasA,Ex,Y,5,1129,1198,0,2327,0,0,2,1,4,1,3,9,6,1,3,4,2003,2,2,596,4,4,Y,0,57,0,0,0,0,4,5,5,0,8,2008,1,Normal,
2178,60,4,96,11690,Pave,3,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,1,1,2,192,Gd,TA,PConc,3,4,2,6,0,6,0,850,850,GasA,Ex,Y,5,886,878,0,1764,0,0,2,1,3,1,3,7,6,1,4,2,1999,3,2,560,4,4,Y,120,29,0,0,0,0,4,5,5,0,6,2008,1,Normal,
2179,120,5,,4426,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,1,1,2,205,Gd,TA,PConc,3,4,3,3,662,6,0,186,848,GasA,Ex,Y,5,848,0,0,848,1,0,1,0,1,1,3,3,6,0,6,2,2004,2,2,420,4,4,Y,140,0,0,0,0,0,4,5,5,0,2,2008,1,Normal,
2180,90,5,83,10126,Pave,3,Reg,Lvl,1,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,1,1,3,0,TA,Gd,PConc,3,4,1,3,1593,4,162,83,1838,GasA,Ex,Y,5,1838,0,0,1838,2,0,2,0,2,2,4,8,6,0,6,2,1998,3,3,721,4,4,Y,160,67,0,0,0,0,4,5,5,0,7,2008,1,Abnorml,
2181,20,4,75,9750,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,1,1,4,50,Gd,TA,PConc,3,4,3,3,24,6,0,1421,1445,GasA,Ex,Y,5,1445,0,0,1445,0,0,2,0,3,1,3,6,6,0,6,2,2004,3,2,470,4,4,Y,0,35,0,0,0,0,4,5,5,0,6,2008,1,Normal,
2182,20,4,85,11058,Pave,3,Reg,Lvl,1,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,1,1,4,212,Gd,TA,PConc,3,4,4,3,56,6,0,1508,1564,GasA,Ex,Y,5,1564,0,0,1564,0,0,2,0,3,1,3,6,6,0,6,2,2007,2,3,814,4,4,Y,0,24,0,0,0,0,4,5,5,0,2,2008,1,Normal,
2183,20,4,74,9627,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,2,3,24,6,0,1327,1351,GasA,Ex,Y,5,1361,0,0,1361,0,0,2,0,3,1,3,6,6,0,6,2,2007,2,2,610,4,4,Y,0,50,0,0,0,0,4,5,5,0,6,2008,1,Normal,
2184,20,4,75,9825,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,4,4,3,0,TA,TA,CBlock,4,4,4,5,609,6,0,483,1092,GasA,TA,Y,5,1092,0,0,1092,0,0,1,0,3,1,4,6,6,0,6,2,1966,3,1,264,4,4,Y,259,0,0,0,161,0,4,3,5,0,4,2008,3,Abnorml,
2185,85,4,64,12102,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,4,5,2,222,TA,TA,CBlock,3,2,1,1,456,6,0,0,456,GasA,Ex,Y,5,1033,0,0,1033,0,1,1,0,3,1,4,6,6,0,6,4,1976,2,2,504,2,4,Y,224,0,0,0,0,0,4,5,5,0,4,2008,1,Family,
2186,20,4,65,6500,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,CompShg,4,5,2,84,TA,TA,CBlock,4,5,4,2,1033,6,0,94,1127,GasA,TA,Y,5,1127,0,0,1127,0,1,1,1,3,1,4,6,6,1,5,6,1991,3,2,480,4,4,Y,0,0,138,0,0,0,4,5,5,0,5,2008,1,Normal,
2187,80,4,,9638,Pave,3,IR1,Lvl,1,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Hip,CompShg,8,5,3,0,TA,TA,CBlock,4,4,2,1,368,5,120,541,1029,GasA,TA,Y,5,1117,0,0,1117,1,0,1,0,3,1,4,6,6,1,2,2,1977,2,2,542,4,4,Y,292,0,0,0,0,0,4,5,5,0,11,2008,1,Normal,
2188,60,4,72,7200,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,CompShg,8,5,3,0,TA,TA,CBlock,4,4,2,1,288,6,0,396,684,GasA,TA,Y,5,684,714,0,1398,0,0,1,1,3,1,4,6,6,1,4,2,1976,1,2,440,4,4,Y,0,0,0,0,0,0,4,3,5,0,2,2008,1,Normal,
2189,20,4,123,47007,Pave,3,IR1,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,8,5,3,0,TA,TA,Slab,5,5,5,7,0,7,0,0,0,GasA,TA,Y,5,3820,0,0,3820,4,3,3,1,5,1,1,11,6,2,3,2,1959,3,2,624,4,4,Y,0,372,0,0,0,0,4,5,5,0,7,2008,1,Normal,
2190,90,4,65,6012,Pave,3,Reg,Lvl,1,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,9,5,3,0,TA,Fa,PConc,5,5,5,7,0,7,0,0,0,GasA,TA,N,5,1152,0,0,1152,0,0,2,0,2,2,4,6,6,0,6,7,,4,0,0,6,6,N,0,0,0,0,0,0,4,5,5,0,6,2008,1,AdjLand,
2191,90,4,74,6845,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,6,3,1,58,TA,TA,Slab,5,5,5,7,0,7,0,0,0,GasA,TA,N,2,1152,0,0,1152,0,0,2,0,2,2,4,6,6,0,6,7,,4,0,0,6,6,N,0,0,0,0,0,0,4,5,5,0,7,2008,1,Normal,
2192,190,4,56,6931,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,CompShg,3,6,3,0,TA,TA,CBlock,4,4,2,1,784,6,0,0,784,GasA,TA,N,3,784,0,0,784,1,0,1,0,2,1,4,4,6,0,6,7,,4,0,0,6,6,Y,112,0,0,0,0,0,4,5,5,0,5,2008,1,Normal,
2193,50,4,60,12180,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1938,2007,Gable,CompShg,3,6,3,0,TA,TA,PConc,4,4,4,6,0,6,0,585,585,GasA,Gd,Y,2,585,468,0,1053,0,0,1,1,2,1,1,5,6,0,6,7,,4,0,0,6,6,N,42,0,0,0,0,0,4,5,5,0,1,2008,1,Family,
2194,50,4,57,8050,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1947,1993,Gable,CompShg,2,2,3,0,TA,Gd,Slab,5,5,5,7,0,7,0,0,0,GasA,Gd,Y,5,929,208,0,1137,0,0,1,1,4,1,4,8,3,0,6,7,,4,0,0,6,6,Y,0,0,0,0,0,0,4,5,5,0,4,2008,1,Normal,
2195,20,4,68,9520,Pave,3,Reg,Bnk,1,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,2,2,4,115,TA,TA,CBlock,3,4,4,5,767,6,0,144,911,GasA,TA,Y,5,930,0,0,930,0,0,1,0,2,1,4,5,6,0,6,2,1953,2,1,286,4,4,Y,134,0,0,0,0,0,4,3,2,3000,5,2008,1,Normal,
2196,80,4,62,7692,Pave,3,Reg,Bnk,1,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954,1954,Gable,CompShg,3,6,3,0,TA,TA,CBlock,1,4,2,6,0,6,0,416,416,GasA,Gd,Y,1,1204,0,0,1204,0,0,1,0,3,1,4,6,6,0,6,3,1954,3,1,312,4,4,Y,0,0,0,0,0,0,4,5,5,0,11,2008,1,Abnorml,
2197,30,4,67,5142,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1923,2008,Gable,CompShg,3,6,3,0,TA,TA,PConc,4,4,4,1,224,6,0,725,949,GasA,TA,Y,5,949,343,0,1292,0,0,1,1,3,1,3,6,6,0,6,6,1923,3,1,205,4,4,N,0,0,183,0,0,0,4,5,5,0,6,2008,1,Normal,
2198,30,4,60,7290,Pave,3,Reg,Lvl,1,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,6,3,2,174,TA,TA,BrkTil,4,4,4,6,0,6,0,1228,1228,GasA,Ex,Y,5,1424,0,0,1424,0,0,2,0,2,1,4,7,6,1,3,2,1921,3,1,312,4,4,Y,0,0,90,0,0,0,4,5,5,0,4,2008,1,Normal,
2199,90,4,64,7804,Pave,3,Reg,Lvl,1,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,CompShg,10,9,3,0,TA,TA,BrkTil,4,4,4,1,281,5,679,0,960,GasA,Ex,Y,5,960,960,0,1920,2,0,2,2,4,2,4,10,6,2,3,6,1930,3,2,480,4,4,Y,248,0,121,0,0,0,4,5,5,0,7,2008,1,Abnorml,
2200,70,4,66,8969,Pave,3,Reg,Bnk,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,3,6,3,0,TA,TA,BrkTil,4,4,4,2,379,6,0,265,644,GasA,Ex,Y,5,672,644,0,1316,1,0,1,0,2,1,4,6,6,1,3,6,2001,3,1,369,4,4,P,0,0,0,0,192,0,4,3,5,0,7,2008,1,Normal,
2201,50,4,63,15564,Pave,3,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,3,3,3,0,TA,TA,BrkTil,3,4,4,6,0,6,0,676,676,GasA,Ex,Y,5,676,588,0,1264,0,0,1,0,3,1,4,6,6,0,6,6,1994,3,2,400,4,4,Y,424,0,0,0,0,0,4,5,1,400,1,2008,1,Normal,
2202,70,4,54,7609,Pave,3,Reg,Lvl,1,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,CompShg,10,9,3,0,Gd,Gd,PConc,2,4,4,1,406,6,0,392,798,GasA,Ex,Y,5,798,714,0,1512,1,0,2,0,3,1,3,7,6,1,3,6,1925,3,1,180,4,4,P,85,16,41,0,0,0,4,1,5,0,6,2008,1,Normal,
2203,70,4,,9650,Pave,3,IR1,HLS,1,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,3,1923,1950,Hip,CompShg,3,5,3,0,TA,TA,BrkTil,4,4,4,6,0,6,0,784,784,GasA,TA,Y,5,819,784,0,1603,0,0,1,0,4,1,4,7,6,1,3,2,1980,3,2,599,4,4,Y,0,217,0,0,0,0,4,5,5,0,6,2008,1,Normal,
2204,50,4,,11700,Pave,1,IR1,HLS,1,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,6,3,3,0,TA,TA,CBlock,4,4,4,2,606,6,0,336,942,GasA,Ex,Y,5,1265,673,0,1938,0,0,2,0,4,1,3,7,4,1,3,6,1937,3,1,240,4,4,Y,0,40,0,0,0,0,4,5,5,0,7,2008,1,Normal,
2205,50,4,,9260,Pave,1,IR1,HLS,1,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,3,6,3,0,TA,TA,BrkTil,4,4,4,6,0,6,0,884,884,GasA,TA,Y,2,932,442,0,1374,0,0,1,0,3,1,4,6,6,0,6,6,1938,3,1,225,4,4,Y,64,0,0,0,100,0,4,5,5,0,3,2008,1,Normal,
2206,20,4,79,7801,Pave,3,IR1,Lvl,1,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,6,5,2,88,TA,Fa,PConc,4,4,4,5,500,6,0,591,1091,GasA,Fa,N,1,1091,0,0,1091,0,1,1,0,2,1,4,5,6,1,4,2,1951,1,1,344,4,4,Y,66,105,0,0,221,0,4,3,5,0,5,2008,1,Normal,
2207,70,4,100,9670,Pave,3,IR1,HLS,1,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,5,9,4,40,TA,TA,PConc,4,1,4,4,210,6,0,398,608,GasA,TA,Y,5,983,890,0,1873,0,0,1,1,4,1,4,9,6,2,3,6,1935,1,2,786,2,4,Y,0,0,207,0,0,0,4,5,5,0,6,2008,1,Alloca,
2208,50,4,70,12392,Pave,3,Reg,Bnk,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,CompShg,1,1,3,0,TA,Gd,CBlock,4,2,4,3,435,6,0,397,832,GasA,Ex,Y,5,1218,943,0,2161,1,0,2,1,3,1,3,8,6,2,4,2,1994,1,2,506,4,4,Y,0,96,0,0,0,0,4,5,5,0,4,2008,1,Normal,
2209,20,4,56,26073,Pave,3,IR1,Lvl,1,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,5,2,3,0,TA,TA,PConc,4,4,4,5,1116,6,0,782,1898,GasA,Ex,Y,1,1898,0,0,1898,0,0,2,1,3,1,4,7,6,2,4,2,1956,3,2,484,4,4,Y,0,51,224,0,0,0,4,3,5,0,4,2008,1,Normal,
2210,160,5,24,1879,Pave,3,Reg,Lvl,1,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,2,2,3,0,TA,TA,CBlock,3,4,4,3,366,6,0,150,516,GasA,TA,Y,5,516,516,0,1032,0,0,1,0,2,1,4,5,6,1,4,6,1980,3,2,462,4,4,Y,213,0,0,0,0,0,4,1,5,0,12,2008,1,Normal,
2211,30,5,50,7000,Pave,3,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,CompShg,1,1,3,0,TA,Gd,BrkTil,4,4,4,5,299,3,40,555,894,GasA,TA,Y,5,919,0,0,919,1,0,1,0,2,1,4,5,6,0,6,6,1926,3,1,195,4,4,P,0,0,116,0,0,0,4,3,5,0,7,2008,1,Normal,
2212,50,5,60,6000,Pave,3,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,1,1,3,0,TA,TA,CBlock,2,4,4,6,0,6,0,720,720,GasA,Gd,Y,5,760,330,0,1090,0,0,1,0,3,1,4,5,6,0,6,6,1940,3,1,240,4,4,Y,0,0,0,0,0,0,4,5,5,0,7,2008,1,Normal,
2213,50,5,58,8155,Pave,3,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,3,6,3,0,TA,TA,CBlock,3,4,4,6,0,6,0,780,780,GasA,Gd,Y,1,780,420,0,1200,0,0,1,0,4,1,4,7,6,0,6,7,,4,0,0,6,6,Y,0,0,96,0,0,0,4,5,5,0,7,2008,1,Normal,
2214,80,5,75,6000,Pave,3,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,CompShg,4,5,3,0,Fa,TA,CBlock,3,4,3,5,257,6,0,367,624,GasA,Ex,Y,5,1092,564,0,1656,0,0,1,1,3,1,4,7,5,1,5,2,1967,3,1,288,4,4,Y,0,180,0,0,100,0,4,3,5,0,7,2008,1,Normal,
2215,30,5,60,7392,Pave,3,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,3,6,3,0,TA,TA,BrkTil,4,4,4,6,0,6,0,520,520,GasA,TA,Y,1,912,0,0,912,0,0,1,0,2,1,4,5,6,0,6,6,1934,2,1,360,4,4,Y,0,90,0,0,0,0,4,5,5,0,5,2008,1,Normal,
2216,50,5,75,9000,Pave,3,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,6,3,2,162,TA,TA,CBlock,4,4,4,1,330,6,0,821,1151,GasA,Gd,Y,1,1151,804,0,1955,0,0,2,0,4,1,4,7,6,0,6,2,1958,1,1,356,4,4,Y,0,0,0,0,0,0,4,5,5,0,1,2008,1,Normal,
2217,20,,80,14584,Pave,3,Reg,Low,1,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,9,1,3,0,Fa,Po,Slab,5,5,5,7,0,7,0,0,0,Wall,Po,N,1,733,0,0,733,0,0,1,0,2,1,2,4,8,0,6,2,1952,3,2,487,2,5,N,0,0,0,0,0,0,4,5,5,0,2,2008,1,Abnorml,
2218,70,1,60,5280,Pave,3,Reg,Lvl,1,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,3,6,3,0,TA,TA,Stone,5,1,4,6,0,6,0,173,173,GasA,Ex,N,5,825,536,0,1361,0,0,1,0,2,1,4,6,6,0,6,6,1895,3,1,185,2,4,Y,0,123,0,0,0,0,4,5,5,0,7,2008,1,Normal,
2219,50,1,52,5150,Pave,3,Reg,Lvl,1,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,8,5,3,0,TA,TA,PConc,5,4,4,6,0,6,0,356,356,GasA,TA,N,1,671,378,0,1049,0,0,1,0,2,1,4,5,6,0,6,6,1910,3,1,195,5,2,N,0,0,0,0,0,0,4,5,5,0,5,2008,1,Normal,
2220,70,1,60,9000,Grvl,3,Reg,Bnk,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,CompShg,2,2,3,0,TA,TA,Stone,2,1,3,6,0,6,0,592,592,GasA,Ex,Y,5,432,432,0,864,0,0,1,1,3,1,2,5,4,0,6,6,1920,3,1,216,2,2,N,0,30,160,0,0,0,4,5,5,0,6,2008,1,Normal,
2221,120,5,44,3843,Pave,3,IR1,HLS,1,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,7,,4,186,Ex,TA,PConc,1,4,1,3,1476,6,0,120,1596,GasA,Ex,Y,5,1648,0,0,1648,1,1,2,0,2,1,1,5,6,1,3,2,2007,1,2,525,4,4,Y,162,53,0,153,0,0,4,5,5,0,8,2008,2,Partial,
2222,120,5,44,3811,Pave,3,IR1,HLS,1,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,7,,4,174,Gd,TA,PConc,1,4,1,3,1474,6,0,120,1594,GasA,Ex,Y,5,1646,0,0,1646,1,1,2,0,2,1,1,5,6,1,3,2,2004,1,2,482,4,4,Y,128,53,0,0,155,0,4,5,5,0,7,2008,1,Normal,
2223,20,4,,23730,Pave,3,IR2,Lvl,1,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,2,2,2,668,Gd,TA,PConc,1,4,3,3,700,6,0,1140,1840,GasA,Ex,Y,5,2032,0,0,2032,1,0,3,0,3,1,3,7,6,0,6,2,1996,1,3,786,4,4,Y,0,46,192,0,0,0,4,5,5,0,9,2008,1,Normal,
