Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,A1stFlrSF,A2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,A3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1126,20,4,60,10434,Pave,2,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,1,8,3,90,TA,TA,CBlock,4,4,4,6,444,6,0,1005,1005,GasA,TA,Y,5,1005,568,232,1005,0,0,1,0,2,1,2,5,6,1,4,6,1977,3,2,672,2,2,Y,0,0,0,0,0,0,5,5,3,0,11,2009,7,Normal,115000
1127,120,4,53,3684,Pave,2,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,7,8,2,130,Gd,TA,PConc,3,4,4,6,81,6,0,1373,1373,GasA,Ex,Y,5,1555,744,479,1555,0,0,2,0,2,1,3,7,6,1,4,2,2007,1,3,660,4,4,Y,143,20,0,0,0,0,5,5,3,0,6,2009,7,Normal,174000
1128,20,4,182,14572,Pave,2,IR3,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,7,8,3,74,Gd,TA,PConc,3,4,2,3,1300,6,0,230,1530,GasA,Ex,Y,5,1530,524,360,1530,1,0,2,0,3,1,3,7,6,1,3,2,2004,1,3,630,4,4,Y,144,36,0,0,0,0,5,5,3,0,11,2007,7,Family,259000
1129,60,4,59,11796,Pave,1,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,7,8,3,50,Gd,TA,PConc,3,4,2,6,656,6,0,847,847,GasA,Ex,Y,5,847,1112,360,1959,0,0,2,1,4,1,3,8,6,1,3,4,2004,1,2,434,4,4,Y,100,48,0,0,0,0,5,5,3,0,7,2007,7,Normal,215000
1130,90,5,60,7200,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,5,6,2,180,TA,TA,CBlock,3,4,1,3,936,6,0,105,936,GasA,TA,Y,5,936,850,572,936,1,0,1,0,2,1,4,4,6,0,6,6,1980,3,2,672,4,4,Y,49,0,0,0,0,0,5,5,3,0,8,2007,7,Normal,140000
1131,50,4,65,7804,Pave,1,Reg,Lvl,1,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,9,4,3,68,TA,TA,BrkTil,4,4,4,2,622,6,0,500,1122,GasA,TA,Y,5,1328,653,397,1981,1,0,2,0,4,1,3,7,4,2,4,6,1981,3,2,576,4,4,Y,431,44,0,0,0,0,5,3,3,0,12,2009,7,Normal,135000
1132,20,4,63,10712,Pave,1,Reg,Lvl,1,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,4,4,3,216,TA,TA,PConc,3,4,3,2,212,6,0,762,974,GasA,TA,Y,5,974,739,80,974,0,0,1,0,3,1,4,5,6,0,6,7,1939,4,0,0,6,6,Y,0,28,0,0,0,0,5,3,3,0,9,2007,1,Abnorml,93500
1133,70,5,90,9900,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,8,9,3,450,TA,TA,BrkTil,4,4,3,6,94,6,0,1008,1008,GasW,TA,Y,5,1178,1032,144,2210,0,0,2,0,5,1,2,8,6,0,6,6,1930,3,1,205,2,4,N,0,48,0,0,0,0,5,5,3,0,5,2007,7,Normal,117500
1134,60,4,80,9828,Pave,1,IR1,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,7,8,3,246,Gd,TA,PConc,3,4,4,3,584,6,0,544,1128,GasA,Ex,Y,5,1142,878,513,2020,0,0,2,1,3,1,3,8,6,1,4,2,1995,2,2,466,4,4,Y,0,155,0,0,0,0,5,5,3,0,6,2009,7,Normal,239500
1135,60,4,57,8773,Pave,1,IR1,HLS,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,7,8,3,90,TA,TA,PConc,3,4,2,6,329,6,0,916,916,GasA,Gd,Y,5,916,684,205,1600,0,0,2,1,3,1,4,7,6,1,4,2,1997,1,2,460,4,4,Y,100,38,0,0,0,0,5,5,3,0,8,2007,7,Normal,169000
1136,30,5,60,6180,Pave,1,Reg,Lvl,1,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,8,9,3,196,TA,TA,BrkTil,4,4,4,6,459,6,0,960,960,GasA,TA,N,5,986,998,232,986,0,0,1,0,2,1,4,5,6,1,3,6,1926,3,1,180,4,4,Y,0,128,0,0,0,0,5,5,3,0,5,2007,7,Normal,102000
1137,50,4,80,9600,Pave,2,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,7,8,3,50,TA,TA,CBlock,4,4,4,2,280,6,0,752,1032,GasA,TA,Y,1,1032,220,528,1252,0,0,1,0,3,1,4,6,6,0,6,2,1950,3,1,288,4,4,Y,0,0,96,0,0,0,5,5,3,0,4,2008,7,Abnorml,119000
1138,50,4,54,6342,Pave,2,Reg,Lvl,1,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,7,8,3,117,TA,Gd,CBlock,4,4,4,6,352,6,0,780,780,GasA,Gd,N,5,780,240,120,1020,0,0,1,0,2,1,4,6,6,0,6,7,1988,4,0,0,6,6,N,0,0,176,0,0,0,5,5,3,0,5,2010,7,Normal,94000
1139,20,4,60,9819,Pave,1,IR1,Lvl,1,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,5,5,3,85,TA,TA,PConc,4,4,1,1,1567,6,0,119,1567,GasA,TA,Y,5,1567,768,515,1567,1,0,2,0,2,1,3,5,6,2,4,2,1977,2,2,714,4,4,Y,264,32,0,0,0,0,5,5,3,0,5,2009,7,Normal,196000
1140,30,4,98,8731,Pave,2,IR1,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,6,7,3,162,TA,Fa,BrkTil,4,4,4,2,645,6,0,270,915,GasA,TA,Y,5,1167,884,481,1167,0,0,1,0,3,1,4,6,1,1,3,6,1972,3,2,495,4,4,Y,0,0,216,0,126,0,5,5,3,0,5,2007,7,Normal,144000
1141,20,4,60,7350,Pave,2,Reg,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,4,4,3,163,TA,TA,CBlock,4,4,3,1,852,6,0,100,952,GasA,TA,Y,5,952,870,397,952,1,0,1,0,2,1,4,4,6,0,6,6,1988,3,2,840,4,4,Y,0,0,0,0,0,0,5,5,3,0,6,2008,1,Abnorml,139000
1142,60,4,85,10304,Pave,2,IR1,Lvl,1,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,7,6,2,44,TA,Gd,CBlock,4,4,4,1,381,6,0,399,780,GasA,Ex,Y,5,1088,780,80,1868,1,0,2,1,4,1,3,9,6,1,4,2,1976,3,2,484,4,4,Y,448,96,0,0,0,0,5,5,3,0,10,2009,7,Normal,197500
1143,60,4,77,9965,Pave,1,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,7,8,4,340,Gd,TA,PConc,1,4,1,3,1150,6,0,316,1466,GasA,Ex,Y,5,1466,1362,513,2828,1,0,3,0,4,1,3,11,6,1,4,4,2006,2,3,1052,4,4,Y,125,144,0,0,0,0,5,5,3,0,4,2007,6,Partial,424870
1144,20,4,30,9000,Pave,2,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,8,9,3,108,TA,TA,CBlock,4,4,4,3,288,6,0,718,1006,GasA,TA,Y,5,1006,739,420,1006,0,0,1,0,3,1,4,5,6,0,6,7,2003,4,0,0,6,6,Y,0,24,0,0,0,0,5,5,3,0,7,2008,7,Normal,80000
1145,190,4,60,12180,Pave,1,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,5,6,3,170,TA,Fa,BrkTil,3,4,4,2,348,6,0,324,672,Grav,Fa,N,1,672,252,234,924,1,0,1,0,2,1,2,5,6,0,6,6,1941,3,1,280,4,4,Y,0,0,0,0,0,0,5,3,3,0,7,2010,7,Normal,80000
1146,50,5,52,6240,Pave,1,Reg,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,5,6,3,315,TA,TA,BrkTil,4,4,4,6,360,6,0,1042,1042,GasA,Ex,Y,5,1042,534,156,1576,0,0,1,0,3,1,4,8,6,1,3,6,1928,3,1,225,4,4,Y,0,0,0,0,0,0,5,5,3,0,8,2006,7,Family,149000
1147,20,4,70,11200,Pave,1,Reg,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,8,10,2,85,Gd,TA,CBlock,3,4,4,3,1258,6,0,40,1298,GasA,TA,Y,5,1298,1039,420,1298,1,0,2,0,3,1,3,5,6,1,4,2,1985,3,2,403,4,4,Y,165,26,0,0,0,0,5,5,3,0,5,2006,7,Normal,180000
1148,70,4,75,12000,Pave,1,Reg,Bnk,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,5,6,3,65,TA,TA,CBlock,4,4,4,5,275,6,0,429,704,GasA,Ex,Y,5,860,704,53,1564,0,0,1,1,3,1,2,7,6,1,3,2,1941,3,1,234,4,4,Y,0,0,0,0,0,0,5,5,3,0,7,2009,7,Normal,174500
1149,50,5,80,5700,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,8,9,3,104,TA,TA,PConc,4,4,4,6,975,6,0,572,572,GasA,TA,Y,5,572,539,479,1111,0,0,1,0,2,1,4,5,6,1,3,6,1982,3,1,288,4,4,Y,0,0,176,0,0,0,5,5,3,0,8,2008,7,Normal,116900
1150,70,5,50,9000,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,7,8,3,220,TA,Gd,PConc,4,4,4,1,624,6,0,26,650,GasA,Ex,Y,5,832,650,420,1482,0,1,1,0,3,1,4,7,6,0,6,6,1930,3,2,324,4,4,Y,0,0,0,0,0,0,5,5,3,0,7,2009,7,Normal,143000
1151,20,4,57,8280,Pave,1,IR1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,2,2,3,436,TA,TA,CBlock,4,4,4,6,1410,6,0,932,932,GasA,Ex,Y,1,932,546,144,932,0,0,1,0,2,1,3,4,6,1,3,2,1950,3,1,306,4,4,Y,0,0,214,0,0,0,5,1,3,0,11,2007,7,Normal,124000
1152,20,4,134,17755,Pave,2,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,4,9,2,132,TA,TA,CBlock,4,4,4,2,176,6,0,1290,1466,GasA,TA,Y,5,1466,568,515,1466,0,0,1,1,3,1,2,6,6,2,3,2,1959,1,2,528,4,4,Y,0,140,0,0,100,0,5,5,3,0,11,2006,7,Normal,149900
1153,20,4,90,14115,Pave,1,IR1,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,5,6,3,90,TA,TA,PConc,4,4,4,1,296,3,547,230,1073,GasA,Ex,Y,5,1811,336,80,1811,0,0,1,0,2,1,1,6,6,1,3,2,1956,1,2,470,4,4,Y,0,0,280,0,0,0,5,5,3,0,7,2006,7,Abnorml,230000
1154,30,5,78,5890,Pave,2,Reg,Lvl,1,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,8,9,3,100,Gd,Gd,BrkTil,4,4,2,1,538,6,0,278,816,GasA,Ex,Y,5,816,1015,120,816,0,0,1,0,2,1,4,5,6,0,6,6,2002,3,1,432,4,4,Y,0,0,96,0,0,0,5,5,3,0,6,2008,7,Normal,120500
1155,60,4,92,13700,Pave,2,IR1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,7,8,4,288,TA,TA,CBlock,4,4,1,1,454,6,0,410,864,GasA,TA,Y,5,902,918,514,1820,0,0,1,2,4,1,3,8,6,2,3,2,1965,3,2,492,4,4,Y,60,84,0,0,273,0,5,1,3,0,5,2008,7,Normal,201800
1156,20,4,90,10768,Pave,1,IR1,Lvl,1,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,5,9,3,85,Gd,Gd,CBlock,3,4,1,1,1157,6,0,280,1437,GasA,TA,Y,5,1437,981,120,1437,1,0,2,0,3,1,3,6,6,1,2,2,1976,2,2,528,4,4,Y,0,21,0,0,180,0,5,5,3,0,7,2007,7,Normal,218000
1157,80,4,85,9350,Pave,2,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,2,2,3,368,TA,Gd,PConc,4,4,1,1,633,6,0,586,1219,GasA,Gd,Y,5,1265,807,515,1265,0,1,2,0,3,1,3,6,6,1,3,2,1965,2,2,502,4,4,Y,0,92,0,96,0,0,5,3,3,0,10,2008,7,Normal,179900
1158,120,4,34,5001,Pave,1,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,7,8,4,166,Gd,TA,PConc,3,4,4,3,904,6,0,410,1314,GasA,Ex,Y,5,1314,783,234,1314,1,0,2,0,2,1,3,6,6,1,3,2,2008,2,2,626,4,4,Y,172,62,0,0,0,0,5,5,3,0,7,2009,7,Normal,230000
1159,20,4,92,11932,Pave,1,Reg,Lvl,1,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,7,8,4,186,Gd,TA,PConc,3,4,4,6,658,6,0,1580,1580,GasA,Ex,Y,5,1580,793,397,1580,0,0,2,0,3,1,3,7,6,0,6,2,2008,2,3,830,4,4,Y,0,24,0,0,0,0,5,5,3,0,6,2008,2,Partial,235128
1160,60,4,76,9120,Pave,2,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,4,4,2,270,Gd,TA,CBlock,4,4,4,1,442,6,0,459,901,GasA,TA,Y,5,943,933,232,1876,0,0,2,1,4,1,3,8,6,1,4,2,1974,2,2,540,3,4,Y,0,69,0,0,0,0,5,5,3,0,7,2008,7,Normal,185000
1161,160,4,24,2280,Pave,2,Reg,Lvl,1,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,3,5,3,125,TA,TA,CBlock,3,4,4,1,311,6,0,544,855,GasA,Fa,Y,5,855,601,80,1456,0,0,2,1,3,1,4,7,6,1,4,2,1978,3,2,440,4,4,Y,26,0,0,0,0,0,5,5,3,0,7,2010,7,Normal,146000
1162,20,4,71,14778,Pave,2,IR1,Low,1,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,4,4,2,72,Gd,TA,CBlock,4,4,4,2,728,6,0,568,1296,GasA,Ex,Y,5,1640,720,572,1640,1,0,1,0,3,1,3,7,6,1,3,6,1993,3,2,924,4,4,Y,108,0,0,216,0,0,5,5,3,0,11,2008,7,Normal,224000
1163,20,4,109,8724,Pave,2,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,7,8,3,361,TA,TA,CBlock,3,4,4,2,492,6,0,402,894,GasA,Gd,Y,5,894,804,234,894,0,0,1,0,3,1,4,5,6,1,5,2,1968,1,2,450,4,4,Y,0,0,0,0,0,0,5,5,3,0,5,2007,7,Normal,129000
1164,90,4,60,12900,Pave,2,Reg,Lvl,1,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,7,8,3,100,TA,TA,CBlock,3,4,2,3,1198,6,0,102,1198,GasA,TA,Y,5,1258,836,515,1258,2,0,0,2,3,2,4,6,6,0,6,5,1969,3,2,400,2,4,Y,120,0,0,0,0,0,5,5,3,0,1,2008,7,Alloca,108959
1165,80,4,102,16157,Pave,2,IR1,Lvl,1,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,8,8,3,236,TA,TA,PConc,3,4,1,1,680,5,391,289,1360,GasA,Ex,Y,5,1432,1092,232,1432,1,0,1,1,2,1,3,5,6,1,4,2,1978,3,2,588,4,4,Y,168,180,0,0,0,0,5,5,3,0,6,2007,7,Normal,194000
1166,20,4,79,9541,Pave,1,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,7,8,4,268,Gd,TA,PConc,3,4,4,6,275,6,0,1502,1502,GasA,Ex,Y,5,1502,795,479,1502,0,0,2,0,3,1,3,7,6,0,6,2,2009,2,2,644,4,4,Y,0,114,0,0,0,0,5,5,3,0,9,2009,6,Partial,233170
1167,20,4,64,10475,Pave,1,IR1,Lvl,1,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,7,8,4,72,Gd,TA,PConc,3,4,2,6,938,6,0,1694,1694,GasA,Ex,Y,5,1694,208,390,1694,0,0,2,0,3,1,3,7,6,0,6,2,2008,2,3,776,4,4,Y,160,33,0,0,0,0,5,5,3,0,2,2010,7,Normal,245350
1168,60,4,58,10852,Pave,1,IR1,Lvl,1,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,7,8,3,146,TA,TA,PConc,3,4,4,3,786,6,0,173,959,GasA,Ex,Y,5,959,712,80,1671,1,0,2,1,3,1,4,7,6,1,4,2,2000,1,2,472,4,4,Y,0,38,0,0,0,0,5,5,3,0,2,2006,7,Normal,173000
1169,70,4,120,13728,Pave,2,Reg,Lvl,1,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,6,7,3,262,TA,TA,CBlock,4,4,4,5,626,6,0,501,1127,GasA,Ex,Y,5,1236,872,390,2108,0,0,2,0,4,1,3,7,6,2,4,3,1935,3,2,540,4,4,Y,0,0,0,0,90,0,5,5,3,0,7,2008,7,Normal,235000
1170,60,4,118,35760,Pave,2,IR1,Lvl,1,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,4,4,2,1378,Gd,Gd,PConc,1,4,1,3,1387,6,0,543,1930,GasA,Ex,Y,5,1831,1796,392,3627,1,0,3,1,4,1,3,10,6,1,4,2,1995,1,3,807,4,4,Y,361,76,0,0,0,0,5,5,3,0,7,2006,7,Normal,625000
1171,80,4,76,9880,Pave,1,Reg,Lvl,1,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,7,8,3,128,TA,TA,CBlock,4,4,2,1,522,6,0,574,1096,GasA,TA,Y,5,1118,878,514,1118,1,0,1,0,3,1,4,6,6,1,5,2,1977,1,1,358,4,4,Y,203,0,0,0,0,576,2,1,3,0,7,2008,7,Normal,171000
1172,20,4,76,9120,Pave,1,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,5,6,3,44,TA,TA,CBlock,4,4,4,1,662,6,0,599,1261,GasA,Ex,Y,5,1261,793,390,1261,1,0,1,0,3,1,4,6,6,1,4,2,1958,2,2,433,4,4,Y,0,0,0,0,288,0,5,5,2,1400,11,2008,7,Normal,163000
1173,160,2,35,4017,Pave,2,IR1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,5,6,3,305,Gd,TA,PConc,3,4,4,6,1309,6,0,625,625,GasA,Ex,Y,5,625,625,80,1250,0,0,2,1,2,1,3,5,6,0,6,6,2006,1,2,625,4,4,Y,0,54,0,0,0,0,5,5,3,0,3,2008,7,Normal,171900
1174,50,4,138,18030,Pave,2,IR1,Bnk,1,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,5,6,3,16,TA,TA,CBlock,4,4,4,5,152,2,469,977,1598,GasA,TA,Y,5,1636,971,479,3086,0,0,3,0,3,1,1,12,1,1,3,7,1984,4,0,0,6,6,Y,122,0,0,0,0,0,5,3,3,0,3,2007,7,Normal,200500
1175,70,4,80,16560,Pave,1,IR1,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,8,9,3,186,TA,TA,BrkTil,3,4,4,5,503,6,0,449,952,GasA,TA,Y,5,1170,1175,420,2345,0,0,2,1,4,1,4,9,6,1,3,6,1932,3,2,360,4,4,Y,0,0,0,0,0,0,5,5,3,0,7,2006,7,Normal,239000
1176,50,4,85,10678,Pave,2,Reg,Lvl,1,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,4,4,2,337,Gd,TA,PConc,3,4,4,3,700,6,0,983,1683,GasA,Ex,Y,5,2129,743,205,2872,0,0,2,1,4,1,3,9,6,1,4,2,1992,1,2,541,4,4,Y,0,33,0,0,0,0,5,5,3,0,4,2007,7,Normal,285000
1177,20,4,37,6951,Pave,1,IR1,Lvl,1,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,4,9,3,473,TA,TA,CBlock,4,4,4,1,658,6,0,218,876,GasA,TA,Y,5,923,546,515,923,1,0,1,0,3,1,4,5,6,0,6,2,1984,3,1,264,4,4,Y,362,0,0,0,0,0,5,3,3,0,10,2008,7,Normal,119500
1178,50,5,65,3950,Pave,1,Reg,Bnk,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,5,6,3,81,TA,TA,CBlock,4,4,4,5,468,6,0,350,818,GasA,TA,Y,5,818,406,360,1224,0,0,1,0,3,1,4,5,6,0,6,6,1926,3,1,210,4,4,N,0,0,116,0,0,0,5,5,3,0,12,2009,7,Normal,115000
1179,50,4,54,7681,Pave,2,IR1,Lvl,1,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,8,9,3,70,TA,TA,BrkTil,4,4,4,6,641,6,0,731,731,GasA,Ex,Y,5,820,523,572,1343,0,0,1,1,3,1,4,7,6,1,3,6,1921,3,1,186,2,4,Y,192,0,102,0,0,0,5,5,3,0,7,2009,7,Normal,154900
1180,20,4,77,8335,Pave,1,Reg,Lvl,1,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,8,9,3,473,TA,TA,Slab,5,5,5,7,234,7,0,457,1097,GasA,Gd,Y,5,1124,860,572,1124,0,0,1,0,3,1,4,5,4,1,3,7,2004,4,0,0,6,6,N,0,36,190,0,0,0,5,5,3,0,4,2006,7,Normal,93000
1181,60,4,52,11170,Pave,1,IR2,Lvl,1,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,5,6,3,340,TA,TA,Wood,3,4,4,4,1216,6,0,1139,1216,GasA,Ex,Y,5,1298,1216,53,2514,0,0,2,1,4,1,4,8,6,0,6,2,1990,1,2,693,4,4,Y,0,0,0,0,0,0,5,1,3,0,4,2006,7,Normal,250000
1182,120,5,64,5587,Pave,2,IR1,HLS,1,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,3,8,4,186,Ex,TA,PConc,1,4,1,3,1480,6,0,120,1600,GasA,Ex,Y,5,1652,548,473,1652,1,1,2,0,2,1,3,5,6,1,3,2,2008,1,2,482,4,4,Y,162,53,0,153,0,0,5,5,3,0,11,2008,6,Partial,392500
1183,60,4,160,15623,Pave,2,IR1,Lvl,1,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,8,5,3,45,Gd,TA,PConc,1,4,2,3,2096,6,0,300,2396,GasA,Ex,Y,5,2411,2065,479,4476,1,0,3,1,4,1,1,10,6,2,4,2,1996,1,3,813,4,4,Y,171,78,0,0,0,555,1,3,3,0,7,2007,7,Abnorml,745000
1184,30,4,60,10800,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,6,7,3,80,TA,TA,BrkTil,4,4,4,5,821,6,0,299,1120,GasA,Ex,Y,5,1130,651,515,1130,1,0,1,0,2,1,4,5,6,1,3,6,1970,3,2,720,4,4,Y,229,0,0,0,0,0,5,5,3,0,6,2006,7,Normal,120000
1185,20,4,50,35133,Grvl,2,Reg,Lvl,1,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,5,6,2,226,TA,TA,CBlock,4,4,1,5,1159,6,0,413,1572,GasA,Gd,Y,5,1572,793,515,1572,1,0,1,1,3,1,4,5,6,2,4,1,1963,2,3,995,4,4,Y,0,263,0,0,263,0,5,5,3,0,5,2007,7,Normal,186700
1186,50,4,60,9738,Pave,1,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,1,1,3,215,TA,Gd,BrkTil,4,4,4,2,392,6,0,392,784,GasA,Gd,Y,5,949,272,360,1221,1,0,1,0,4,1,4,7,6,0,6,2,1965,3,1,392,4,4,Y,0,0,236,0,0,0,5,5,3,0,3,2006,7,Normal,104900
1187,190,4,107,10615,Pave,1,IR1,Bnk,1,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,4,4,3,168,TA,TA,CBlock,2,4,3,2,440,6,0,538,978,GasA,TA,Y,5,1014,685,384,1699,1,0,2,0,3,2,4,7,6,0,6,5,1920,3,2,420,2,2,Y,0,74,0,0,0,0,5,5,3,0,8,2009,7,Abnorml,95000
